POINTID,Coarse,Clay,Silt,Sand,pH_CaCl2,pH_H2O,OC,CaCO3,N,P,K,CEC,EC
57042730,27.00005,40.00005,31.00005,29.00005,7.55,7.955,17.15,6,2,11.85,259.05,NaN,1.7295
54042470,53.00005,73.00005,11.00005,16.00005,7.2,7.63,25.25,7,2.65,30.35,368.25,NaN,3.0885
56842734,NaN,32.00005,17.00005,51.00005,5.7,6.195,13.2,5e-05,1.25,19.35,163.8,NaN,0.7865
53562846,NaN,34.00005,26.00005,40.00005,5.85,6.26,24.95,5e-05,2.95,95.25,283.5,NaN,1.2755
53462624,2.00005,63.00005,21.00005,16.00005,4.7,5.485,19.4,5e-05,2.05,12.10005,204.6,NaN,1.441
52902802,21.00005,58.00005,20.00005,22.00005,6.05,6.375,23.25,5e-05,2.5,8.10005,75.6,NaN,2.13
53982784,95.00005,67.00005,27.00005,6.00005,4.7,5.415,19.95,5e-05,2.05,5e-05,285.7,NaN,0.42
52782560,26.00005,37.00005,31.00005,32.00005,5.05,5.725,25.05,5e-05,2.45,5.90005,75.65,NaN,0.5315
55962538,18.00005,31.00005,32.00005,37.00005,4.75,5.37,17.15,5e-05,1.6,60.5,210.85,NaN,1.5745
56782776,NaN,33.00005,22.00005,45.00005,5.8,6.14,32.95,5e-05,3,5.70005,226.35,NaN,0.7715
51842624,10.00005,5.00005,8.00005,87.00005,7.4,7.65,13.9,19,1.7,4.8,117.45,NaN,2.535
55402644,26.00005,20.00005,74.00005,6.00005,7.4,7.61,74.45,156,8.15,11.2,110.45,NaN,4.38
56562836,49.00005,67.00005,29.00005,4.00005,6.4,6.77,20.25,5e-05,2.45,11.85,404.6,NaN,1.1915
55942828,NaN,52.00005,26.00005,22.00005,6.4,6.685,33,5e-05,3.6,26.85,592.75,NaN,1.4495
57482568,NaN,22.00005,74.00005,4.00005,7.5,8.07,19.5,66.5,1.75,15.5,208.2,NaN,1.3815
54162492,NaN,48.00005,24.00005,28.00005,4.8,5.205,10.7,5e-05,1.2,13.9,254.1,NaN,1.6575
57062714,NaN,38.00005,11.00005,51.00005,7.5,7.885,17.65,11.5,2,11.55,308.05,NaN,1.62
54762854,18.00005,33.00005,35.00005,32.00005,5.6,5.945,23.8,5e-05,2.95,15.10005,182.5,NaN,3.844
55742898,67.00005,16.00005,82.00005,2.00005,7.45,8.16,22.9,70.5,2.45,5e-05,590.95,NaN,2.4165
56762654,8.00005,10.00005,44.00005,46.00005,7.45,7.925,10.4,55.5,1.1,7.3,289.95,NaN,1.875
56662656,14.00005,14.00005,85.00005,1.00005,7.15,7.72,28.4,46,3.4,21.05,1806.9,NaN,2.6375
55962730,NaN,15.00005,48.00005,37.00005,7.45,7.83,10.8,19,1.5,4.15,165.95,NaN,2.133
53742486,35.00005,37.00005,21.00005,42.00005,6.65,7.205,9.25,5e-05,1,13.80005,146.95,NaN,0.7645
52402654,31.00005,48.00005,38.00005,14.00005,4.9,5.265,19.65,5e-05,2,12.7,95.55,NaN,2.825
52802788,1.00005,43.00005,38.00005,19.00005,5.95,6.48,9.5,1.00005,1.25,15.45,82.7,NaN,0.686
55542660,NaN,45.00005,48.00005,7.00005,6.9,7.29,15,1,1.65,30.95,125.25,NaN,2.89
54522636,13.00005,27.00005,22.00005,51.00005,5.35,5.87,12.05,5e-05,1.45,6.70005,126.65,NaN,0.6195
54902524,29.00005,46.00005,34.00005,20.00005,5,5.61,12.7,5e-05,1.35,16.30005,150.3,NaN,0.9125
54122758,1.00005,7.00005,72.00005,21.00005,7.4,7.795,14.8,23.5,1.8,11,193.75,NaN,1.7615
52962764,29.00005,65.00005,32.00005,3.00005,5.5,6.26,21.6,5e-05,2.1,5e-05,235.85,NaN,0.565
53202610,63.00005,41.00005,27.00005,32.00005,5.5,5.865,32.75,5e-05,3,6.90005,160.2,NaN,1.125
53722722,25.00005,10.00005,88.00005,2.00005,7.2,7.415,50,49.5,5.15,9.10005,780.85,NaN,2.6685
53902728,7.00005,59.00005,23.00005,18.00005,6.05,6.46,35.65,5e-05,3.3,15.65,302.7,NaN,1.233
48483292,7.00005,4.00005,7.00005,89.00005,6.25,6.61,11.2,2.00005,1.15,69.35,144.65,NaN,1.2825
49923050,4.00005,6.00005,8.00005,85.00005,5.85,6.13,18.75,5e-05,1.85,10.80005,83.85,NaN,2.325
47943180,4.00005,8.00005,8.00005,84.00005,4.3,4.675,23.25,5e-05,2.05,46,63.9,NaN,1.2735
52443826,8.00005,12.00005,47.00005,41.00005,6.75,7.165,23.25,19.00005,2.1,50.45,141.25,NaN,1.131
